stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
measur qualiti	measure quality	measure quality|&|measure the quality	2	22,0309512693	140,090344908	220,143426207	14,0	415,0	 
project propos	proposed project	proposed project|&|project proposals	2	67,6664931843	368,275307367	177,587296682	35,0	1363,0	 
enterpris social	social enterprise	social enterprise|&|social enterprises|&|Social Enterprise	2	459,502697903	1711,58077632	536,868863726	197,0	6263,0	 
absent father	absent fathers	absent fathers|&|absent father|&|father absent	2	14,1627543874	99,8749521417	216,947716726	7,0	257,0	 
capac youth	Youth Capacity	Youth Capacity|&|capacity of the youth|&|youth capacity|&|capacity of youth|&|youth through capacity|&|youth with the capacity|&|capacity for youth	2	22,0309512693	143,486431023	171,400978113	12,0	537,0	 
citizen engag	citizen engagement	citizen engagement|&|engaged citizens	2	28,3255087748	180,116157738	198,159511916	14,0	437,0	 
commun neighborhood	neighborhood and community	neighborhood and community|&|community neighborhood|&|neighborhood community|&|neighborhoods and communities|&|communities & neighborhoods|&|neighborhood or community	3	17,3100331402	124,737739327	182,02251806	8,0	259,0	 
field stem	STEM fields	STEM fields|&|STEM field	2	22,0309512693	143,486431023	249,460798913	12,0	474,0	 
health sector	health sector	health sector|&|sector health	2	25,1782300221	161,969158892	285,765442498	13,0	621,0	 
job market	job market	job market|&|job markets	2	108,58111697	532,428558101	188,011593471	63,0	2299,0	 
area impoverish	impoverished areas	impoverished areas	2	14,1627543874	97,983779825	198,863847875	8,0	246,0	 
food local	local food	local food|&|local foods	2	62,9455750551	352,284784458	230,759815557	30,0	1205,0	 
activ user	active users	active users|&|user activity	2	22,0309512693	141,723014031	215,359918608	13,0	309,0	 
delinqu juvenil	juvenile delinquency	juvenile delinquency|&|juvenile delinquents	2	40,9146237858	243,578331043	263,98534546	21,0	901,0	 
artist teach	teaching artists	teaching artists	2	29,8991481512	194,73158496	190,743158564	12,0	400,0	 
music program	music programs	music programs|&|music program|&|Music programs|&|programs Music	2	44,0619025386	260,265365344	176,04932249	22,0	699,0	 
outcom program	program outcomes	program outcomes|&|outcomes of the program	2	17,3100331402	114,24550848	223,298511675	11,0	381,0	 
care educ health	education and health care	education and health care|&|health care and education|&|health care education|&|health care and health education|&|health education and care	4	25,8142535027	166,829329954	320,210634867	10,0	517,0	 
health nutrit	health and nutrition	health and nutrition|&|nutritional health|&|nutrition and health|&|nutrition health|&|health nutrition	3	33,046426904	201,830473477	170,033477906	18,0	632,0	 
crime juvenil	juvenile crime	juvenile crime|&|juvenile crimes	2	18,8836725165	122,988369448	195,369470739	12,0	502,0	 
onlin presenc	online presence	online presence	2	18,8836725165	122,988369448	187,795814623	12,0	418,0	 
skill use	use the skills	use the skills|&|use these skills|&|use skills|&|skills and use|&|use of the skills|&|skills into use	3	14,1627543874	97,983779825	202,918464545	8,0	301,0	 
issu real	real issues	real issues|&|real issue	2	18,8836725165	122,988369448	193,500957318	12,0	376,0	 
educ environment	environmental education	environmental education|&|Environmental education|&|Environmental Education	2	66,0928538079	365,633488639	204,412910531	32,0	972,0	 
address caus root	address the root causes	address the root causes|&|address the root cause|&|address root cause|&|address this root cause|&|address a root cause	4	29,7856771185	182,473327317	849,549680329	17,0	608,0	 
nutrit valu	nutritional value	nutritional value|&|nutritional values	2	25,1782300221	160,103251323	169,674568722	14,0	540,0	 
area protect	protected areas	protected areas|&|Protected Areas	2	28,3255087748	195,96755965	174,806947314	11,0	392,0	 
agricultur wast	agricultural waste	agricultural waste|&|agricultural wastes	2	29,8991481512	203,333033864	173,179887751	9,0	246,0	 
follow object	following objectives	following objectives	2	15,7363937638	105,359391683	219,1929592	10,0	312,0	 
improv life qualiti	improved quality of life	improved quality of life|&|improving quality of life|&|improvement in quality of life|&|improvement of the quality of life	4	37,7285243501	223,80766135	225,634095346	17,0	624,0	 
impact program	impact of the program	impact of the program|&|program impact|&|programs impact|&|program impacts|&|impact of this program|&|impact the program|&|Program Impact|&|Impact of the program|&|impact of programs|&|Impact program|&|impact programs|&|impact program|&|impact of the programs|&|Impact Program|&|impact that the program|&|impact of each program	4	124,317510734	585,21160368	169,212588631	84,0	3071,0	 
cycl poverti viciou	vicious cycle of poverty	vicious cycle of poverty	4	23,8285416948	149,651847755	174,176648811	12,0	439,0	 
colleg enrol rate	college enrollment rates	college enrollment rates|&|college enrollment rate	3	25,8142535027	162,122835068	316,898168545	12,0	490,0	 
econom opportun	economic opportunity	economic opportunity|&|economic opportunities	2	97,5656413355	485,145400454	205,613435213	59,0	2066,0	 
colleg high school student	high school and college students	high school and college students|&|high school & college students	5	25,8142535027	162,122835068	578,187441756	12,0	388,0	 
base tax	tax base	tax base	2	14,1627543874	97,983779825	210,194220394	8,0	246,0	 
legal system	legal system	legal system	2	26,7518693984	164,915668189	184,623330071	17,0	527,0	 
mani men young	many young men	many young men	3	19,857118079	128,330253811	260,566742404	10,0	378,0	 
educ peer	peer educators	peer educators|&|peer education|&|Peer Education	2	59,7982963024	338,796201408	224,762011731	28,0	1112,0	 
govern system	governance systems	governance systems|&|government system|&|governance system|&|system of government	2	25,1782300221	156,741167204	202,978412052	16,0	505,0	 
farm project	farming project	farming project|&|farming projects|&|farm project|&|project of the farm	2	18,8836725165	124,631463796	192,225463416	11,0	354,0	 
measur number success	measure success by the number	measure success by the number|&|measure success through number|&|measure success in number|&|measure success by number|&|measure success in the number	5	19,857118079	128,330253811	501,381606412	10,0	258,0	 
children underprivileg	underprivileged children	underprivileged children	2	34,6200662803	217,753432785	251,998344016	15,0	525,0	 
metric ton	metric tons	metric tons	2	31,4727875276	190,517852382	195,271688747	19,0	503,0	 
lunch school	school lunch	school lunch|&|school lunches	2	14,1627543874	96,3156476199	196,951448875	9,0	286,0	 
market world	world market	world market|&|world markets	2	14,1627543874	97,983779825	212,774574976	8,0	285,0	 
other school	other schools	other schools	2	50,3564600441	283,534989699	220,654547485	29,0	1098,0	 
innov social	social innovation	social innovation|&|social innovators|&|social innovations|&|Social Innovation	2	99,1392807119	514,651016351	590,99173604	46,0	1294,0	 
program youth	youth programs	youth programs|&|youth program|&|Youth Program|&|program youth|&|youth in the program|&|program for youth|&|program the youth|&|program for the youth|&|programs for youth|&|programs for the youth|&|youth in each program|&|youth from the program	2	121,170231981	568,747520027	311,745596598	74,0	2920,0	 
social studi	social studies	social studies|&|Social Studies	2	28,3255087748	172,997548695	231,654304939	18,0	522,0	 
program social	social programs	social programs	2	26,7518693984	170,109704531	258,217908463	14,0	480,0	 
bank loan	bank loans	bank loans|&|Bank loans|&|bank loan|&|loans from banks|&|loans at banks|&|loan from the bank	2	28,3255087748	174,616589847	197,475642134	17,0	442,0	 
improv school	school improvement	school improvement|&|improvement in school	2	14,1627543874	96,3156476199	201,558781804	9,0	303,0	 
intervent program	intervention programs	intervention programs|&|intervention program|&|Intervention Program	2	34,6200662803	211,441448405	219,734812808	18,0	833,0	 
approach prong	pronged approach	pronged approach|&|prong approach	2	18,8836725165	122,988369448	199,418423904	12,0	476,0	 
human issu right	human rights issues	human rights issues|&|human rights issue	3	23,8285416948	149,651847755	318,296155583	12,0	420,0	 
practic skill	practical skills	practical skills|&|practice the skills|&|practice skills|&|skills into practice	2	62,9455750551	339,083805035	192,296260622	37,0	1373,0	 
success track	track the success	track the success|&|track success|&|track it success	3	15,7363937638	105,359391683	218,379504039	10,0	387,0	 
legal servic	legal services	legal services|&|Legal Services|&|legal service	2	119,596592605	608,248086454	236,189822007	51,0	1731,0	 
angel lo	Los Angeles	Los Angeles	2	163,658495143	763,813983422	179,287686253	86,0	2795,0	 
gener incom project	income generating projects	income generating projects|&|income generation project|&|income generation projects	3	55,5999306211	308,379009549	772,336256475	25,0	919,0	 
hurrican katrina	Hurricane Katrina	Hurricane Katrina	2	14,1627543874	97,983779825	178,15637385	8,0	241,0	 
clip video	video clips	video clips|&|video clip	2	15,7363937638	105,359391683	178,382131108	10,0	322,0	 
channel distribut	distribution channels	distribution channels|&|distribution channel	2	47,2091812914	270,969262014	282,516482255	26,0	824,0	 
fourth grade	fourth grade	fourth grade	2	22,0309512693	149,824340742	180,939796171	9,0	498,0	 
ink plain	Plain Ink	Plain Ink	2	14,1627543874	111,875023631	243,824877631	3,0	94,0	 
plan project	project plan	project plan|&|project plans|&|project planning|&|planning projects|&|plan or project|&|plan this project	2	36,1937056567	213,789407247	184,69915981	22,0	713,0	 
food market	food market	food market|&|food markets|&|markets of food	2	15,7363937638	105,359391683	218,714445445	10,0	292,0	 
grow power	Growing Power	Growing Power	2	15,7363937638	108,870866472	295,93511429	8,0	260,0	 
commun faith	faith communities	faith communities|&|faith community|&|faith and community|&|community of faith|&|faith & community|&|communities of faith	2	31,4727875276	202,461448615	200,637642679	13,0	383,0	 
respect school	respective schools	respective schools	2	17,3100331402	114,24550848	203,598766402	11,0	321,0	 
life real situat	real life situations	real life situations	3	23,8285416948	153,996304573	190,069301805	10,0	350,0	 
gener health	general health	general health|&|health general	2	14,1627543874	97,983779825	201,795500817	8,0	233,0	 
channel commun	communication channel	communication channel|&|communication channels|&|channel of communication	2	15,7363937638	105,359391683	183,644565911	10,0	360,0	 
scale small	small scale	small scale	2	78,6819688189	405,031693358	170,856086234	48,0	1494,0	 
opportun volunt	volunteer opportunities	volunteer opportunities|&|volunteering opportunities|&|volunteer opportunity	2	80,2556081953	432,33185142	226,075116079	37,0	1079,0	 
issu key	key issues	key issues|&|key issue	2	34,6200662803	204,494215627	177,625678703	22,0	622,0	 
pollut water	water pollution	water pollution	2	29,8991481512	186,130136055	170,147863716	19,0	563,0	 
colleg prep	college prep	college prep|&|College Prep	2	45,635541915	273,910088669	440,989248111	28,0	1162,0	 
countri develop peopl	people in developing countries	people in developing countries|&|people from developing countries	4	17,8714062711	117,38016901	351,945420044	9,0	276,0	 
cultur histori	cultural history	cultural history|&|history and culture|&|culture and history	2	17,3100331402	115,895330851	258,767062692	10,0	282,0	 
