stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
offer workshop	offer workshops	offer workshops|&|workshops offer|&|workshops and offer|&|offer them workshops|&|workshops we offer	2	37,7673450331	194,750342096	208,413914806	22,0	3213,0	 
basic educ	basic education	basic education|&|Basic Education	2	67,6664931843	311,945000274	128,312869266	42,0	6150,0	 
weekend	weekend	weekend|&|weekends|&|Weekend	1	125,099843898	509,588506237	154,748591489	118,0	17986,0	 
billion	billions	billions|&|Billions	1	49,6427951974	241,166474292	149,528931695	61,0	7695,0	 
farmer rural	rural farmers	rural farmers	2	59,7982963024	298,365158666	211,210899936	26,0	3700,0	 
femal	females	females|&|Females	1	118,14985257	492,080971622	213,231539063	102,0	14909,0	 
home	home	home|&|homes|&|Home|&|Homes|&|HOME	1	1572,68375186	2750,2855183	410,522697214	1272,0	173418,0	 
commun famili	families and communities	families and communities|&|communities and families|&|families and community|&|families in the community|&|communities families|&|families throughout the community	3	81,8292475717	358,119286791	206,382193565	48,0	7572,0	 
prevent program	prevention programs	prevention programs|&|prevention program|&|Prevention Program	2	62,9455750551	299,061669099	130,670789341	33,0	4560,0	 
pet	pet	pet|&|PET|&|pets	1	38,721380254	227,486948032	152,606519414	20,0	2350,0	 
vietnam	Vietnam	Vietnam	1	82,4070400278	422,30842625	126,495868839	36,0	4488,0	 
time	time	time|&|times|&|Time|&|Times|&|TIME	1	3148,34607142	3120,88376123	312,380427364	2938,0	382704,0	 
school teacher	school teacher	school teacher|&|school teachers|&|teachers and schools|&|schools and teachers|&|teachers and school|&|schools with teachers|&|teachers at the school|&|school and teachers|&|teachers at schools|&|schools teachers|&|teacher in a school|&|teachers at school	2	55,0773781733	258,43817999	411,809251352	49,0	7219,0	 
govern polici	government policy	government policy|&|government policies|&|government and policy|&|policy of the government	2	39,3409844095	199,441826458	292,678972934	24,0	3334,0	 
shop	shop	shop|&|shops|&|Shop	1	248,213975987	868,42554497	199,496261062	215,0	29540,0	 
coach	coaches	coaches|&|coach|&|Coaches|&|Coach	1	302,821050704	1052,93142759	597,693624623	211,0	30429,0	 
chain	chain	chain|&|chains|&|Chain	1	229,349713812	831,800724942	619,562479461	235,0	32875,0	 
media new	New Media	New Media|&|new media	2	50,3564600441	253,229886731	220,697582433	25,0	3166,0	 
celebr	celebrities	celebrities|&|celebrity|&|celebration|&|celebrations|&|Celebration|&|Celebrity	1	128,078411609	536,18679438	195,174611941	92,0	13103,0	 
youngster	youngsters	youngsters	1	36,7356684461	194,955677408	128,643199927	30,0	4260,0	 
livelihood	livelihood	livelihood|&|livelihoods|&|Livelihood|&|Livelihoods	1	477,563689799	1398,03897445	992,897188885	380,0	54032,0	 
bangladesh	Bangladesh	Bangladesh	1	94,3213108752	454,285677802	133,502226401	49,0	6272,0	 
llc	LLC	LLC	1	175,735494999	646,310415421	146,970494498	153,0	19704,0	 
mill	mill	mill|&|mills|&|Mills	1	46,6642274856	241,805759657	170,291513295	34,0	4161,0	 
entrepreneurship program	entrepreneurship program	entrepreneurship program|&|entrepreneurship programs|&|Entrepreneurship program|&|Entrepreneurship Program	2	55,0773781733	268,795603861	140,851285362	29,0	4007,0	 
milk	milk	milk|&|Milk	1	87,3713195475	432,224453977	218,372383358	44,0	5759,0	 
commun other	other communities	other communities|&|other community|&|community and others|&|others in the community|&|community other|&|others community	2	114,875674476	457,77298459	130,474222039	74,0	9272,0	 
cow	cows	cows|&|cow	1	47,6570833896	256,203472424	148,883218413	31,0	5049,0	 
middl	middle	middle|&|Middle	1	168,785503671	627,502437058	469,524126999	401,0	58526,0	 
experi profession	professional experiences	professional experiences|&|professional experience	2	51,9300994205	246,725877007	175,933118041	33,0	4391,0	 
safe water	safe water	safe water	2	50,3564600441	264,466606056	303,384615236	20,0	2807,0	 
father	fathers	fathers|&|father|&|Fathers|&|Father	1	624,506363584	1970,45732709	874,708890125	289,0	43859,0	 
catalyz	catalyze	catalyze|&|catalyzes	1	55,5999306211	263,426435804	134,131434144	53,0	7240,0	 
impact intend	INTENDED IMPACT	INTENDED IMPACT|&|intended impact	2	1976,49105673	2200,87989693	712,94389699	1258,0	153111,0	 
decis	decision	decision|&|decisions|&|Decision|&|Decisions	1	530,185052709	1408,22143956	254,500938022	557,0	78316,0	 
short term	short term	short term|&|Short term	2	130,612068239	511,593009031	349,014496645	77,0	10929,0	 
gener next	next generation	next generation	2	168,379413273	618,442706092	739,557551908	108,0	14854,0	 
retreat	retreats	retreats|&|retreat|&|Retreat|&|Retreats	1	121,128420282	519,561311819	251,158067222	88,0	12840,0	 
learn servic	service learning	service learning|&|Service Learning	2	48,7828206677	245,31645277	212,984531197	35,0	5453,0	 
skill technic	technical skills	technical skills	2	67,6664931843	308,474162919	157,115478479	40,0	5289,0	 
peopl way	way people	way people|&|way for people|&|way that the people|&|people on the way|&|people in this way	2	34,6200662803	180,131672946	128,430787538	26,0	3988,0	 
evalu program	program evaluation	program evaluation|&|program evaluations|&|Program evaluation|&|evaluations program|&|evaluation of the programs|&|evaluation of all programs|&|evaluations for the program|&|program of evaluation|&|evaluation of program|&|evaluation of programs	2	100,712920088	418,288760476	493,288290789	60,0	8362,0	 
sourc	SOURCE	SOURCE|&|source|&|sources|&|Source|&|Sources	1	5099,30792268	1352,75855529	855,779441667	6009,0	747264,0	 
art use	use art	use art|&|use the arts|&|using art	2	40,9146237858	216,977763263	269,626197015	19,0	2569,0	 
market target	target market	target market|&|target markets|&|markets target	2	95,9920019591	407,033871099	426,845083499	55,0	7679,0	 
awar creat	creating awareness	creating awareness|&|created awareness	2	66,0928538079	302,973671359	159,503167953	39,0	6387,0	 
leadership posit	leadership positions	leadership positions|&|leadership position|&|positions of leadership|&|position leadership	2	83,4028869481	370,388895135	253,563433177	45,0	6713,0	 
artwork	artwork	artwork|&|artworks	1	63,5427778527	323,894406082	221,765549378	37,0	4528,0	 
cook	cook	cook|&|Cook|&|cooks	1	86,3784636436	392,961568691	206,272024586	83,0	11846,0	 
busi success	successful business	successful business|&|business success|&|successful businesses|&|success of the business|&|success of a business|&|success in business|&|business a success	2	61,3719356788	284,563542658	242,78224501	37,0	5103,0	 
health outcom	health outcomes	health outcomes|&|health outcome	2	88,1238050772	389,417439402	417,300226159	53,0	7377,0	 
administr	administration	administration|&|administrators|&|Administration|&|administrator|&|Administrative|&|administrations|&|Administrators	1	254,171111411	848,307606802	180,148824087	278,0	42042,0	 
growth popul	population growth	population growth|&|growth population	2	33,046426904	171,943869631	178,078552831	27,0	4374,0	 
brother	brother	brother|&|brothers|&|Brothers|&|Brother|&|BROTHERS	1	138,006970649	541,082773166	240,835908526	160,0	23957,0	 
iter	iteration	iteration|&|iterate|&|iterative|&|iterations	1	40,7070920619	208,610186461	238,746878239	40,0	5236,0	 
item	items	items|&|item|&|Items	1	251,192543699	881,607036911	180,383609671	200,0	26909,0	 
mobil phone	mobile phones	mobile phones|&|mobile phone|&|Mobile phones|&|Mobile phone	2	187,263085789	712,530677641	439,70625542	87,0	11924,0	 
team	team	team|&|teams|&|Team|&|TEAM|&|Teams	1	1038,52727553	2175,50604703	204,838197598	909,0	125015,0	 
attend colleg	college attendance	college attendance|&|attending college	2	72,3874113134	323,096358958	498,523141535	50,0	7005,0	 
shoe	shoes	shoes|&|shoe|&|Shoes|&|Shoe	1	123,11413209	558,174370906	138,561314711	71,0	9341,0	 
prevent	prevention	prevention|&|Prevention	1	274,02822949	933,032814262	342,551442806	317,0	44470,0	 
end project	end of the project	end of the project|&|end of project|&|project end|&|projects end|&|projects that end|&|end of every project|&|project by the end|&|project at the end|&|end projects|&|end of each project	4	44,0619025386	219,848011649	194,305080613	26,0	3746,0	 
other product	other products	other products|&|other product	2	39,3409844095	199,441826458	161,417755623	24,0	2959,0	 
cost	cost	cost|&|costs|&|Cost|&|Costs	1	1181,4985257	2322,00227314	972,018834425	1158,0	151297,0	 
clean water	clean water	clean water	2	154,216658885	621,202422757	765,282507801	76,0	10314,0	 
portfolio	portfolio	portfolio|&|portfolios|&|Portfolio	1	179,706918615	674,324388942	213,758884497	152,0	21069,0	 
age children school	school age children	school age children|&|school aged children|&|school children aged|&|children of school age	3	33,7571007343	174,923315496	158,542746334	17,0	2252,0	 
chicken	chicken	chicken|&|chickens|&|Chicken|&|Chickens	1	85,3856077396	406,174182403	207,282273267	52,0	7495,0	 
unemploy youth	youth unemployment	youth unemployment|&|unemployed youth|&|Youth unemployment|&|unemployed youths|&|unemployment among the youth|&|youths unemployment|&|unemployment among youth|&|unemployment of youth|&|unemployment among the youths|&|unemployment youth|&|unemployment amongst youth|&|youth and unemployment|&|unemployment among youths	2	226,604070199	791,761968306	1252,59414238	144,0	18825,0	 
incarcer	incarceration	incarceration|&|Incarceration|&|incarcerations	1	256,156823219	889,310247755	1204,37565933	246,0	36853,0	 
person young	young person	young person|&|young persons	2	77,1083294426	345,940543974	352,048802597	43,0	6010,0	 
better way	better way	better way|&|better ways|&|way better	2	62,9455750551	286,952709692	141,130245764	40,0	5111,0	 
currenc	currency	currency|&|currencies	1	61,5570660448	317,193422889	207,417182428	41,0	4897,0	 
texa	Texas	Texas	1	92,3355990673	422,99390161	148,06886969	64,0	8688,0	 
uniform	uniforms	uniforms|&|uniform|&|uniformity	1	54,6070747172	265,283121721	151,769631079	54,0	7897,0	 
club youth	youth clubs	youth clubs|&|youth club	2	37,7673450331	224,528283269	127,776719735	10,0	1316,0	 
parent teacher	parents and teachers	parents and teachers|&|teachers and parents|&|parents teachers|&|teachers & parents|&|Parents Teachers|&|parents or teachers|&|parents & teachers|&|teachers with parents|&|Parents and Teachers|&|teachers or parents|&|Parents as Teachers	3	73,9610506898	333,560862083	461,329276211	42,0	6456,0	 
product specif	specific products	specific products|&|Specific products|&|specific product	2	61,3719356788	287,973971989	133,953073746	40,0	4806,0	 
improv qualiti	quality improvement	quality improvement|&|improved quality|&|improving quality|&|improvement of the quality|&|improvement in quality	2	36,1937056567	191,941867502	196,212174465	31,0	4358,0	 
academ achiev	academic achievement	academic achievement|&|Academic Achievement|&|academic achievements	2	202,999479553	733,415525597	705,819820047	107,0	16549,0	 
commun partnership	community partnerships	community partnerships|&|community partnership|&|partnership with the community|&|partnership with community|&|partnerships within the community	2	47,2091812914	228,795767382	219,591593431	30,0	4778,0	 
knowledg local	local knowledge	local knowledge	2	37,7673450331	193,071517042	193,351006659	23,0	3275,0	 
care child	child care	child care|&|Child Care|&|care and child|&|care of a child	2	73,9610506898	340,963139835	499,712744371	42,0	6190,0	 
justic juvenil system	juvenile justice system	juvenile justice system|&|Juvenile Justice System	3	105,242725819	452,697808407	290,471028087	41,0	6860,0	 
guardian	guardians	guardians|&|guardian|&|Guardian	1	48,6499392935	246,684246055	212,282429271	52,0	7782,0	 
gener	generation	generation|&|generations|&|Generation|&|generators|&|generator|&|Generations|&|GENERATION	1	558,977873923	1467,85602596	194,715212897	795,0	106727,0	 
widow	widows	widows|&|widow	1	69,4999132764	339,127743406	221,721538255	46,0	6675,0	 
action plan	action plan	action plan|&|action plans|&|Action Plan|&|plan of action|&|Action Plans|&|plan action|&|plans of action|&|Plan of Action|&|plan into action	2	206,146758306	742,794537326	638,189324986	104,0	15586,0	 
water	water	water|&|Water|&|waters|&|WATER	1	811,163273526	2120,87851996	1185,01346494	668,0	88081,0	 
entertain	entertainment	entertainment|&|Entertainment|&|entertainers|&|entertainments	1	169,778359575	656,022949004	275,242531571	139,0	18829,0	 
address	address	address|&|addresses|&|Address	1	1449,56961977	2440,40022031	294,395954823	1480,0	203659,0	 
maker polici	policy makers	policy makers	2	107,007477594	444,431808006	388,094524573	62,0	9288,0	 
manag natur resourc	natural resources management	natural resources management|&|natural resource management|&|management of the natural resources|&|management of natural resources	3	33,7571007343	176,969826962	190,10050322	16,0	2287,0	 
teacher	teachers	teachers|&|teacher|&|Teachers|&|Teacher|&|TEACHERS	1	1472,40530556	3193,05432623	1653,19560975	803,0	111299,0	 
grade school	grade school	grade school|&|school grades|&|school grade|&|grades in school|&|grades per school	2	42,4882631622	211,996296947	162,004016667	26,0	3436,0	 
black male youth	Black male youth	Black male youth|&|black male youth|&|Black Male Youth|&|male black youth	3	137,014114745	582,835582768	559,361493606	43,0	6181,0	 
deliveri servic	service delivery	service delivery|&|delivery service|&|delivery of services|&|delivery services|&|delivery of service|&|services delivery	2	166,805773896	636,665247714	183,323946403	88,0	13150,0	 
center control diseas	Centers for Disease Control	Centers for Disease Control|&|Center for Disease Control	4	35,7428125422	183,169919819	153,415428363	18,0	2432,0	 
colleg student	college students	college students|&|college student|&|College students|&|colleges students|&|students for college|&|students college|&|students and colleges|&|colleges while students|&|student in college	2	327,316990287	1048,78828084	1196,66426352	172,0	23500,0	 
bop	BoP	BoP|&|BOP	1	68,5070573725	368,29249161	389,556685214	28,0	3525,0	 
shift	shift	shift|&|shifts|&|Shift	1	301,8281948	941,986087567	170,613276066	327,0	45211,0	 
econom statu	economic status	economic status	2	56,6510175496	269,155502189	221,25126149	36,0	5032,0	 
color men young	young men of color	young men of color	4	41,6999479659	224,178038371	154,608284143	14,0	2123,0	 
colleg	college	college|&|colleges|&|College|&|Colleges	1	1361,20544431	2717,56903537	3254,69889992	1229,0	169399,0	 
funder	funders	funders|&|funder|&|Funders	1	108,22129353	470,922202936	232,663845221	78,0	10763,0	 
equal gender	gender equality	gender equality|&|Gender Equality|&|equality of gender	2	92,8447232063	412,319713452	258,971898887	45,0	6753,0	 
develop strategi	development strategies	development strategies|&|development strategy|&|Development Strategy|&|strategy development|&|development of strategies	2	48,7828206677	236,422292961	165,017473385	30,0	5031,0	 
